INDEX_NAME,AS_OF_DATE,CUSIP,ISIN_NUMBER,DESCRIPTION,CASH_VALUE,TICKER,PAR_WTD_COUPON,CURRENT_COUPON,MATURITY_DATE,MATURITY_WAL,YRS_TO_WORST,RATING,ISO_CURRENCY,ISO_COUNTRY,ML_INDUSTRY_LVL_1,ML_INDUSTRY_LVL_2,ML_INDUSTRY_LVL_3,ML_INDUSTRY_LVL_4,MLINDLVL1_CODE,MLINDLVL2_CODE,MLINDLVL3_CODE,MLINDLVL4_CODE,MKT_INDEX_WGHT,PREVMEND_MKT_INDEX_WGHT,PAR_INDEX_WGHT,CASH,SEMI_MOD_DURATION,SEMI_MOD_DUR_TO_WORST,EFF_DUR,PREVMEND_EFF_DUR,MOD_DUR_TO_WORST,PREVMEND_MOD_DUR_TO_WORST,MODIFIED_DUR,MACAULAY_DUR,EFF_CONVEXITY,SEMI_CONVEXITY_TO_WORST,CONVEXITY_TO_WORST,SEMI_CONVEXITY,CONVEXITY,FACTOR,WAC,WAM,WALA,CPR,DESCRIPTION2,TYPE,SPREAD_DURATION,MUNI_STATE,KDR_TRSY_6_MOS,KDR_TRSY_2_YRS,KDR_TRSY_5_YRS,KDR_TRSY_10_YRS,KDR_TRSY_20_YRS,KDR_TRSY_30_YRS,KDR_TRSY_50_YRS,KDR_SWAP_6_MOS,KDR_SWAP_2_YRS,KDR_SWAP_5_YRS,KDR_SWAP_10_YRS,KDR_SWAP_20_YRS,KDR_SWAP_30_YRS,KDR_SWAP_50_YRS,PRINCIPAL_CASH,INTEREST_CASH,REDEMPTION_CASH,ANNOUNCE_DATE,GEO_REGION,MTY_TYPE,TRR_INDEX_VAL_LOC,TRR_1_DAY_LOC,TRR_1_WEEK_LOC,TRR_1_MONTH_LOC,TRR_3_MONTH_LOC,TRR_6_MONTH_LOC,TRR_12_MONTH_LOC,TRR_MTD_LOC,TRR_QTD_LOC,TRR_YTD_LOC,PRR_INDEX_VAL_LOC,PRR_MTD_LOC,EXCESS_RTN_1_DAY,EXCESS_RTN_1_WEEK,EXCESS_RTN_1_MONTH,EXCESS_RTN_3_MONTH,EXCESS_RTN_6_MONTH,EXCESS_RTN_12_MONTH,EXCESS_RTN_MTD,EXCESS_RTN_QTD,EXCESS_RTN_YTD,EXCESS_SWAP_RTN_MTD,PAYDOWN_RETURN_MTD,ASSET_SWAP,PREVMEND_ASSETSWP,ASSETSWP_1_DAY_CHGE,ASSETSWP_1_WK_CHGE,ASSETSWP_1_MTH_CHGE,ASSETSWP_3_MTH_CHGE,ASSETSWP_12_MTH_CHGE,ASSETSWP_MTD_CHGE,ASSETSWP_QTD_CHGE,ASSETSWP_YTD_CHGE,OAS,PREVMEND_OAS,OAS_1_DAY_CHANGE,OAS_1_WEEK_CHANGE,OAS_1_MO_CHANGE,OAS_3_MO_CHANGE,OAS_12_MO_CHANGE,OAS_MTD_CHANGE,OAS_QTD_CHANGE,OAS_YTD_CHANGE,EFFECTIVE_YIELD,PREVMEND_EFF_YIELD,SEMI_YLD_TO_WORST,YLD_TO_WORST,PREVMEND_YLD_TO_WORST,YLD_TO_MATURITY,BOND_EQUIV_YTM,YIELD_TO_NEXT_CALL,PREVMEND_PRICE,PRICE,ACCRUED_INTEREST,PREVMEND_ACCRUED_INTEREST,SPREAD_TO_WORST,SPRD_TO_WORST_1_DAY_CHG,SPRD_TO_WORST_1_WK_CHGE,SPRD_TO_WORST_1_MTH_CHGE,SPRD_TO_WORST_3_MTH_CHGE,SPRD_TO_WORST_12_MTH_CHGE,SPRD_TO_WORST_MTD_CHGE,SPRD_TO_WORST_QTD_CHGE,SPRD_TO_WORST_YTD_CHGE,LIBOROAS,MARKET_CONVENTION_PRICE,FACE_VALUE_LOC,FULL_MARKET_VALUE_LOC,FACE_VALUE_PREVMEND_LOC
H0A0,9/1/2023,80874YBE,US80874YBE95,Scientific Games International Inc.,0,LNW,7.25,7.25,11/15/2029,6.205,4.205,B1,USD,US,Corporate,Industrials,Leisure,Gaming,CORP,INDU,RnR,Game,0.04195,0.04206,0.03721,0,4.826,3.496,3.184,3.097,3.496,3.501,4.826,5,-0.499,0.152,0.152,0.291,0.291,1,,,,,ICE BofA US High Yield Index,SENR,2.724,,0.124,0.756,1.95,0.356,0,0,0,0.134,0.77,1.878,0.347,0,0,0,0,0,0,11/26/2019,Americas,Call:MakeW,124.716,-0.27,0.859,1.091,2.441,5.309,10.323,-0.27,1.216,9.36,95.493,-0.29,-0.125,0.384,0.916,3.333,3.349,10.075,-0.125,1.049,7.736,-0.153,0,218,211,7,-12,-23,-88,-171,7,-21,-153,210,204,6,-12,-22,-81,-183,6,-17,-156,6.386,6.262,7.211,7.211,7.128,7.221,7.221,10.028,100.422,100.125,2.154861,2.135,277,4,-24,-39,-92,-161,4,-17,-135,235,100.125,500,511.3993,500
H0A0,9/1/2023,810186AP,US810186AP17,The Scotts Miracle-Gro Company,0,SMG,5.25,5.25,12/15/2026,3.286,3.286,B3,USD,US,Corporate,Industrials,Consumer Goods,Personal & Household Products,CORP,INDU,Cons,ConP,0.01962,0.01965,0.0186,0,2.915,2.915,2.578,2.555,2.915,2.919,2.915,3.019,-0.112,0.104,0.104,0.104,0.104,1,,,,,ICE BofA US High Yield Index,SENR,2.389,,0.059,1.589,0.928,0,0,0,0,0.069,1.575,0.902,0,0,0,0,0,0,0,5/19/2017,Americas,Call:MakeW,133.602,-0.162,0.965,-0.459,1.143,1.606,6.471,-0.162,0.491,3.572,94.765,-0.177,-0.074,0.566,-0.776,1.498,-0.35,5.479,-0.074,-0.01,1.746,-0.101,0,239,235,4,-21,36,-32,-89,4,16,-11,235,231,4,-21,39,-38,-95,4,21,-7,6.93,6.852,7.137,7.137,7.074,7.137,7.137,99.99,94.718,94.548,1.122917,1.108,255,2,-14,32,-43,-88,2,11,-13,256,94.548,250,239.1773,250
H0A0,9/1/2023,810186AS,US810186AS55,The Scotts Miracle-Gro Company,0,SMG,4.5,4.5,10/15/2029,6.119,6.119,B3,USD,US,Corporate,Industrials,Consumer Goods,Personal & Household Products,CORP,INDU,Cons,ConP,0.02893,0.02881,0.03063,0,5.035,5.035,4.936,4.939,5.035,5.034,5.035,5.233,0.251,0.306,0.306,0.306,0.306,1,,,,,ICE BofA US High Yield Index,SENR,4.869,,0.007,0.064,3.813,1.049,0,0,0,0.009,0.075,3.808,1.051,0,0,0,0,0,0,3/13/2020,Americas,Call:MakeW,100.295,0.414,1.682,-4.12,-1.219,0.222,12.383,0.414,-1.371,7.269,83.847,0.399,0.724,1.086,-4,0.841,-1.138,13.78,0.724,-0.88,6.773,0.682,0,343,354,-11,-14,79,-3,-126,-11,26,-60,355,370,-15,-21,90,0,-167,-15,28,-74,7.831,7.912,7.846,7.846,7.924,7.846,7.846,23.446,83.632,83.973,1.7125,1.7,357,-15,-21,83,-2,-166,-15,24,-73,381,83.973,411.593,352.6735,411.593
H0A0,9/1/2023,810186AW,US810186AW67,The Scotts Miracle-Gro Company,0,SMG,4.375,4.375,2/1/2032,8.419,8.419,B3,USD,US,Corporate,Industrials,Consumer Goods,Personal & Household Products,CORP,INDU,Cons,ConP,0.02588,0.0261,0.02977,0,6.631,6.631,6.539,6.536,6.631,6.645,6.631,6.893,0.497,0.531,0.531,0.531,0.531,1,,,,,ICE BofA US High Yield Index,SENR,6.485,,0.01,0.046,2.187,4.277,0,0,0,0.011,0.058,2.194,4.27,0,0,0,0,0,0,1/26/2022,Americas,Call:MakeW,87.905,-0.845,2.098,-1.776,-1.019,-0.222,9.621,-0.845,0.548,7.752,80.683,-0.86,-0.327,1.562,-1.184,1.847,-1.098,12.597,-0.327,2.046,7.856,-0.425,0,343,340,3,-15,17,-16,-82,3,-20,-56,370,365,5,-24,21,-16,-121,5,-25,-74,7.914,7.78,7.924,7.924,7.793,7.924,7.924,14.28,79.18,78.496,0.376736,0.365,372,4,-24,20,-16,-120,4,-27,-74,397,78.496,400,315.491,400
H0A0,9/1/2023,810186AX,US810186AX41,The Scotts Miracle-Gro Company,0,SMG,4,4,4/1/2031,7.583,7.583,B3,USD,US,Corporate,Industrials,Consumer Goods,Personal & Household Products,CORP,INDU,Cons,ConP,0.03128,0.03127,0.03535,0,6.089,6.089,6.032,6.03,6.089,6.091,6.089,6.326,0.442,0.448,0.448,0.448,0.448,1,,,,,ICE BofA US High Yield Index,SENR,6.047,,0.005,0.022,2.94,3.059,0,0,0,0.007,0.034,2.943,3.046,0,0,0,0,0,0,2/9/2022,Americas,Call:MakeW,89.555,0.018,1.386,-1.269,0.451,0.111,11.46,0.018,1.363,6.328,80.05,0.004,0.465,0.804,-0.833,3.152,-0.877,13.973,0.465,2.551,6.292,0.387,0,332,338,-6,-7,15,-30,-97,-6,-25,-42,357,365,-8,-13,17,-36,-141,-8,-33,-54,7.787,7.786,7.79,7.79,7.79,7.79,7.79,13.115,78.598,78.601,1.677778,1.667,357,-8,-14,16,-37,-142,-8,-35,-54,383,78.601,475,381.3242,475
H0A0,9/1/2023,81104PAA,US81104PAA75,Scripps Escrow Inc,0,SSP,5.875,5.875,7/15/2027,3.869,3.869,B2,USD,US,Corporate,Industrials,Media,Media Content,CORP,INDU,Medi,MedB,0.02838,0.02847,0.03168,0,3.238,3.238,3.221,3.226,3.238,3.243,3.238,3.438,0.125,0.128,0.128,0.128,0.128,1,,,,,ICE BofA US High Yield Index,SENR,3.238,,0.018,1.228,1.975,0,0,0,0,0.02,1.23,1.967,0,0,0,0,0,0,0,7/26/2019,Americas,Call:MakeW,101.7,-0.345,0.158,-2.371,6.221,4.147,-4.549,-0.345,0.551,-5.527,79.257,-0.365,-0.204,-0.354,-2.584,7.131,2.229,-4.657,-0.204,0.294,-6.714,-0.232,0,709,705,4,15,74,-118,236,4,20,248,787,780,7,16,98,-157,305,7,27,318,12.361,12.244,12.361,12.361,12.244,12.361,12.361,99.99,80.798,80.5,0.767014,0.751,787,7,15,97,-159,301,7,25,313,811,80.5,425.667,345.9269,425.667
H0A0,9/1/2023,81105DAA,US81105DAA37,Scripps Escrow II Inc,0,SSP,3.875,3.875,1/15/2029,5.369,5.369,BB2,USD,US,Corporate,Industrials,Media,Media Content,CORP,INDU,Medi,MedB,0.03445,0.03467,0.03895,0,4.601,4.601,4.576,4.582,4.601,4.609,4.601,4.8,0.251,0.25,0.25,0.25,0.25,1,,,,,ICE BofA US High Yield Index,SECR,4.609,,0.003,0,4.216,0.357,0,0,0,0.005,0.012,4.199,0.354,0,0,0,0,0,0,12/30/2020,Americas,Call:MakeW,86.029,-0.648,-0.23,-3.481,4.144,3.494,-0.571,-0.648,-0.495,2.421,76.709,-0.661,-0.381,-0.869,-3.44,6.003,1.857,0.443,-0.381,-0.174,1.714,-0.412,0,401,395,6,17,64,-83,54,6,12,15,434,426,8,20,82,-105,70,8,16,21,8.67,8.524,8.67,8.67,8.524,8.67,8.67,83.568,80.284,79.75,0.505903,0.495,435,9,20,82,-105,70,9,16,22,460,79.75,523.356,420.0241,523.356
H0A0,9/1/2023,81105DAB,US81105DAB10,Scripps Escrow II Inc,0,SSP,5.375,5.375,1/15/2031,7.369,7.369,B2,USD,US,Corporate,Industrials,Media,Media Content,CORP,INDU,Medi,MedB,0.02306,0.02319,0.02918,0,5.542,5.542,5.518,5.525,5.542,5.553,5.542,5.854,0.386,0.382,0.382,0.382,0.382,1,,,,,ICE BofA US High Yield Index,SENR,5.559,,0.022,0.112,2.901,2.482,0,0,0,0.024,0.122,2.903,2.463,0,0,0,0,0,0,12/30/2020,Americas,Call:MakeW,80.227,-0.576,-1.609,-5.622,4.838,3.441,-6.992,-0.576,1.732,-7.192,68.11,-0.597,-0.183,-2.19,-5.288,7.15,2.214,-4.916,-0.183,2.668,-7.455,-0.251,0,594,592,2,29,68,-67,124,2,-23,132,702,699,3,40,104,-100,186,3,-33,202,11.269,11.159,11.269,11.269,11.159,11.269,11.269,22.785,71.431,71,0.701736,0.687,705,3,40,105,-100,185,3,-35,202,728,71,392.071,281.1217,392.071
H0A0,9/1/2023,81172QAA,US81172QAA22,Seadrill Finance Ltd.,0,SDRLNO,8.375,8.375,8/1/2030,6.914,4.914,BB3,USD,GB,Corporate,Industrials,Energy,Oil Field Equipment & Services,CORP,INDU,Enrg,OilE,0.04866,0.04871,0.04279,0,5.161,3.954,4.003,3.98,3.954,3.958,5.161,5.366,-0.161,0.194,0.194,0.336,0.336,1,,,,,ICE BofA US High Yield Index,SECR,3.611,,0.029,0.674,2.624,0.673,0,0,0,0.031,0.684,2.611,0.661,0,0,0,0,0,0,7/27/2023,Europe,Call:MakeW,100.977,-0.126,0.869,1.45,,,,-0.126,,,100.272,-0.148,0.095,0.33,1.408,,,,0.095,,,0.058,0,322,324,-2,-6,-29,,,-2,,,300,302,-2,-7,-29,,,-2,,,7.264,7.212,7.788,7.788,7.75,7.925,7.925,8.732,102.5,102.347,0.814236,0.791,342,-2,-6,-28,,,-2,,,326,102.347,575,593.1753,575
H0A0,9/1/2023,81180WAL,US81180WAL54,Seagate HDD Cayman,0,STX,4.75,4.75,1/1/2025,1.331,1.331,BB2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,CORP,INDU,Tech,Comp,0.0388,0.03881,0.03566,0,1.255,1.255,1.256,1.259,1.255,1.258,1.255,1.296,0.022,0.022,0.022,0.022,0.022,1,,,,,ICE BofA US High Yield Index,SENR,1.258,,0.522,0.735,0,0,0,0,0,0.522,0.735,0,0,0,0,0,0,0,0,7/15/2015,Americas,MakeW,153.378,-0.032,0.27,-0.027,0.992,4.412,6.33,-0.032,0.149,3.945,98.671,-0.046,-0.051,0.04,-0.478,0.405,2.154,4.734,-0.051,-0.615,1.845,-0.041,0,119,116,3,-1,37,-26,-150,3,54,-54,125,124,1,-3,40,-15,-154,1,59,-56,6.413,6.373,6.413,6.413,6.373,6.413,6.413,,97.948,97.903,0.804861,0.792,124,1,-5,39,-16,-155,1,57,-57,125,97.903,479.218,473.0259,479.218
H0A0,9/1/2023,81180WAN,US81180WAN11,Seagate HDD Cayman,0,STX,5.75,5.75,12/1/2034,11.247,11.247,BB2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,CORP,INDU,Tech,Comp,0.03612,0.03617,0.03646,0,7.813,7.813,7.746,7.745,7.813,7.82,7.813,8.097,0.761,0.79,0.79,0.79,0.79,1,,,,,ICE BofA US High Yield Index,SENR,7.744,,0.016,0.098,0.319,6.501,0.811,0,0,0.018,0.111,0.364,6.441,0.79,0,0,0,0,0,2/19/2016,Americas,Call:MakeW,142.244,-0.146,1.843,0.24,2.407,3.034,7.317,-0.146,0.779,8.864,84.277,-0.164,0.548,1.442,1.23,5.917,2.74,11.242,0.548,3.144,9.443,0.4,0,306,311,-5,-12,-9,-55,-70,-5,-29,-67,302,310,-8,-19,-14,-65,-94,-8,-35,-83,7.255,7.234,7.274,7.274,7.253,7.274,7.274,7.324,88.563,88.416,1.453472,1.438,305,-8,-20,-15,-65,-94,-8,-38,-83,332,88.416,490,440.358,490
H0A0,9/1/2023,81180WAR,US81180WAR25,Seagate HDD Cayman,0,STX,4.875,4.875,6/1/2027,3.75,3.75,BB2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,CORP,INDU,Tech,Comp,0.04012,0.04017,0.03758,0,3.317,3.317,3.237,3.237,3.317,3.321,3.317,3.42,0.101,0.133,0.133,0.133,0.133,1,,,,,ICE BofA US High Yield Index,SENR,3.221,,0.004,1.422,1.809,0,0,0,0,0.006,1.426,1.795,0,0,0,0,0,0,0,6/30/2016,Americas,Call:MakeW,143.673,-0.139,0.1,0.251,0.489,4.348,7.422,-0.139,0.735,6.091,94.943,-0.153,0,-0.408,0.026,1.483,2.546,7.462,0,0.458,4.984,-0.031,0,182,182,0,14,3,-35,-121,0,-5,-89,166,165,1,15,4,-32,-128,1,-4,-93,6.159,6.11,6.2,6.2,6.153,6.2,6.2,6.289,95.768,95.62,1.232292,1.219,169,0,14,3,-34,-127,0,-6,-91,190,95.62,505.038,489.139,505.038
H0A0,9/1/2023,81180WBC,US81180WBC47,Seagate HDD Cayman,0,STX,4.091,4.091,6/1/2029,5.75,5.75,BB2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,CORP,INDU,Tech,Comp,0.0361,0.03615,0.0368,0,4.912,4.912,4.858,4.858,4.912,4.916,4.912,5.075,0.268,0.286,0.286,0.286,0.286,1,,,,,ICE BofA US High Yield Index,SENR,4.871,,0.002,0.004,4.141,0.709,0,0,0,0.004,0.016,4.126,0.707,0,0,0,0,0,0,9/27/2021,Americas,Call:MakeW,95.972,-0.145,2.093,0.271,2.709,5.373,12.836,-0.145,0.76,9.687,84.015,-0.158,0.15,1.451,0.374,4.797,3.904,14.228,0.15,1.228,9.156,0.113,0,239,241,-2,-23,-2,-71,-155,-2,-14,-108,234,237,-3,-29,-4,-81,-191,-3,-17,-127,6.634,6.599,6.642,6.642,6.609,6.642,6.642,6.746,88.109,87.968,1.034114,1.023,234,-4,-29,-5,-82,-191,-4,-19,-128,259,87.968,494.554,440.1655,494.554
H0A0,9/1/2023,81180WBD,US81180WBD20,Seagate HDD Cayman,0,STX,4.125,4.125,1/15/2031,7.369,7.369,BB2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,CORP,INDU,Tech,Comp,0.01868,0.01856,0.02049,0,6.049,6.049,6.003,5.996,6.049,6.045,6.049,6.27,0.434,0.435,0.435,0.435,0.435,1,,,,,ICE BofA US High Yield Index,SENR,6.037,,0.005,0.022,3.156,2.819,0,0,0,0.007,0.034,3.156,2.8,0,0,0,0,0,0,9/27/2021,Americas,Call:MakeW,89.963,0.63,2.417,0.752,1.702,1,8.016,0.63,1.171,8.636,78.256,0.617,1.067,1.818,1.166,4.341,-0.11,10.546,1.067,2.295,8.583,0.992,0,295,309,-14,-21,-11,-49,-78,-14,-25,-74,306,324,-18,-30,-16,-58,-106,-18,-32,-94,7.289,7.39,7.292,7.292,7.393,7.292,7.292,7.388,81.675,82.182,0.538542,0.527,307,-18,-30,-16,-58,-106,-18,-32,-94,332,82.182,275.341,227.7633,275.341
H0A0,9/1/2023,81180WBG,US81180WBG50,Seagate HDD Cayman,0,STX,9.625,9.625,12/1/2032,9.247,4.247,BB2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,CORP,INDU,Tech,Comp,0.06991,0.06962,0.05581,0,6.114,3.43,4.39,4.393,3.43,3.429,6.114,6.355,-0.076,0.148,0.148,0.5,0.5,1,,,,,ICE BofA US High Yield Index,SENR,4.018,,0.032,0.564,2.427,1.386,0,0,0,0.033,0.575,2.443,1.336,0,0,0,0,0,0,11/30/2022,Americas,Call:MakeW,107.391,0.407,1.715,1.374,3.774,6.176,,0.407,2.242,7.391,101.431,0.383,0.683,1.192,1.448,5.446,4.792,,0.683,2.617,6.624,0.633,0,295,310,-15,-24,-30,-50,,-15,-53,-35,259,275,-16,-27,-29,-48,,-16,-50,-34,6.818,6.897,7.475,7.475,7.587,7.892,7.892,7.475,110.771,111.204,2.432986,2.406,304,-16,-48,-40,-123,,-16,-59,-18,286,111.204,750,852.2792,750
H0A0,9/1/2023,81180WBH,US81180WBH34,Seagate HDD Cayman,0,STX,8.25,8.25,12/15/2029,6.286,4.869,BB2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,CORP,INDU,Tech,Comp,0.04411,0.04387,0.03721,0,4.8,3.917,3.556,3.592,3.917,3.915,4.8,4.972,-0.173,0.192,0.192,0.291,0.291,1,,,,,ICE BofA US High Yield Index,SENR,3.216,,0.026,0.899,2.29,0.34,0,0,0,0.027,0.92,2.251,0.332,0,0,0,0,0,0,5/30/2023,Americas,Call:MakeW,105.154,0.525,2.008,1.62,3.924,,,0.525,2.272,,103.101,0.504,0.709,1.494,1.496,5.175,,,0.709,2.217,,0.675,0,231,250,-19,-39,-36,-129,,-19,-51,,207,227,-20,-42,-36,-125,,-20,-49,,6.355,6.499,6.911,6.911,7.04,7.156,7.156,7.42,104.9,105.439,2.108333,2.085,254,-19,-35,-34,-114,,-19,-48,,232,105.439,500,537.7356,500
H0A0,9/1/2023,81180WBJ,US81180WBJ99,Seagate HDD Cayman,0,STX,8.5,8.5,7/15/2031,7.869,4.869,BB2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,CORP,INDU,Tech,Comp,0.04402,0.04384,0.03721,0,5.624,3.894,3.831,3.851,3.894,3.893,5.624,5.838,-0.241,0.19,0.19,0.408,0.408,1,,,,,ICE BofA US High Yield Index,SENR,3.377,,0.031,0.863,2.126,0.827,0,0,0,0.033,0.882,2.1,0.799,0,0,0,0,0,0,5/30/2023,Americas,Call:MakeW,104.755,0.393,1.342,1.298,4.352,,,0.393,1.646,,102.648,0.371,0.61,0.834,1.25,5.734,,,0.61,1.746,,0.568,0,247,263,-16,-20,-28,-134,,-16,-37,,225,242,-17,-23,-28,-131,,-17,-34,,6.487,6.58,7.212,7.212,7.308,7.608,7.608,7.788,104.771,105.167,2.172222,2.149,284,-16,-19,-26,-123,,-16,-32,,252,105.167,500,536.6971,500
H0A0,9/1/2023,81211KAK,US81211KAK60,Sealed Air Corporation,0,SEE,6.875,6.875,7/15/2033,9.869,9.869,BB2,USD,US,Corporate,Industrials,Capital Goods,Packaging,CORP,INDU,CapG,Pack,0.03747,0.03744,0.03349,0,7.033,7.033,6.999,6.995,7.033,7.034,7.033,7.271,0.626,0.632,0.632,0.632,0.632,1,,,,,ICE BofA US High Yield Index,SENR,7.051,,0.019,0.121,0.581,6.277,0,0,0,0.021,0.133,0.619,6.217,0,0,0,0,0,0,7/1/2003,Americas,MakeW,404.715,0.073,2.354,-2.217,-0.266,2.826,5.372,0.073,-1.936,5.893,106.25,0.054,0.689,1.927,-1.382,2.817,2.228,8.769,0.689,0.054,6.229,0.555,0,284,292,-8,-20,22,-32,-68,-8,4,-55,257,267,-10,-27,22,-32,-82,-10,4,-59,6.786,6.793,6.786,6.786,6.793,6.786,6.786,,100.57,100.625,0.897569,0.878,259,-10,-27,22,-32,-82,-10,2,-58,285,100.625,450,456.8516,450
H0A0,9/1/2023,81211KAW,US81211KAW09,Sealed Air Corporation,0,SEE,5.125,5.125,12/1/2024,1.247,1.247,BB2,USD,US,Corporate,Industrials,Capital Goods,Packaging,CORP,INDU,CapG,Pack,0.03478,0.03482,0.03163,0,1.172,1.172,1.095,1.089,1.172,1.176,1.172,1.21,-0.025,0.02,0.02,0.02,0.02,1,,,,,ICE BofA US High Yield Index,SENR,1.073,,0.574,0.521,0,0,0,0,0,0.573,0.523,0,0,0,0,0,0,0,0,11/24/2014,Americas,Call:MakeW,150.767,-0.148,0.278,0.403,0.41,3.066,4.655,-0.148,0.515,3.71,98.334,-0.162,-0.177,0.072,-0.057,-0.353,0.769,2.759,-0.177,-0.267,1.415,-0.161,0,106,92,14,-6,5,29,-84,14,34,-42,113,99,14,-10,6,41,-86,14,38,-49,6.327,6.167,6.418,6.418,6.278,6.418,6.418,6.744,98.625,98.463,1.295486,1.281,119,11,-9,7,26,-85,11,32,-47,113,98.463,425,423.9743,425
H0A0,9/1/2023,81211KAX,US81211KAX81,Sealed Air Corporation,0,SEE,5.5,5.5,9/15/2025,2.038,2.038,BB2,USD,US,Corporate,Industrials,Capital Goods,Packaging,CORP,INDU,CapG,Pack,0.03308,0.03328,0.02977,0,1.845,1.845,1.761,1.748,1.845,1.851,1.845,1.904,-0.005,0.045,0.045,0.045,0.045,1,,,,,ICE BofA US High Yield Index,SENR,1.744,,0.089,1.642,0.028,0,0,0,0,0.105,1.61,0.024,0,0,0,0,0,0,0,6/16/2015,Americas,Call:MakeW,148.985,-0.606,-0.083,0.443,0.402,3.314,5.861,-0.606,0.772,3.421,97.837,-0.621,-0.571,-0.411,0.036,0.329,1.263,4.899,-0.571,0.055,1.726,-0.591,0,150,117,33,27,6,-9,-108,33,10,-25,147,114,33,25,7,3,-108,33,13,-23,6.358,5.998,6.416,6.416,6.078,6.416,6.416,6.544,98.905,98.274,2.551389,2.536,152,30,23,3,-2,-109,30,8,-26,156,98.274,400,403.3019,400
H0A0,9/1/2023,81211KAY,US81211KAY64,Sealed Air Corporation,0,SEE,4,4,12/1/2027,4.247,4.247,BB2,USD,US,Corporate,Industrials,Capital Goods,Packaging,CORP,INDU,CapG,Pack,0.03209,0.03225,0.03163,0,3.768,3.768,3.718,3.72,3.768,3.774,3.768,3.889,0.147,0.169,0.169,0.169,0.169,1,,,,,ICE BofA US High Yield Index,SENR,3.718,,-0.001,0.95,2.766,0,0,0,0,0.001,0.954,2.755,0,0,0,0,0,0,0,11/26/2019,Americas,Call:MakeW,105.485,-0.498,1.497,-0.481,0.314,4.371,4.523,-0.498,0.493,3.312,90.673,-0.51,-0.318,0.928,-0.624,1.665,2.601,4.774,-0.318,0.409,2.299,-0.347,0,211,203,8,-20,18,-30,-51,8,-2,-19,200,191,9,-23,21,-30,-55,9,-1,-18,6.429,6.291,6.44,6.44,6.303,6.44,6.44,6.583,91.52,91.049,1.011111,1,200,8,-23,20,-31,-56,8,-3,-19,225,91.049,425,391.2534,425
H0A0,9/1/2023,81211KBA,US81211KBA79,Sealed Air Corporation,0,SEE,5,5,4/15/2029,5.622,5.622,BB2,USD,US,Corporate,Industrials,Capital Goods,Packaging,CORP,INDU,CapG,Pack,0.03288,0.033,0.03163,0,4.683,4.683,4.187,4.139,4.683,4.689,4.683,4.838,-0.034,0.265,0.265,0.265,0.265,1,,,,,ICE BofA US High Yield Index,SENR,3.898,,0.007,0.426,3.369,0.377,0,0,0,0.009,0.425,3.37,0.379,0,0,0,0,0,0,4/19/2022,Americas,Call:MakeW,99.943,-0.381,2.287,-0.273,0.766,3.962,2.595,-0.381,0.233,1.807,93.167,-0.395,-0.152,1.723,-0.316,2.321,2.247,3.015,-0.152,0.359,0.817,-0.183,0,222,217,5,-36,14,-40,-9,5,2,18,214,210,4,-41,15,-40,-11,4,3,24,6.448,6.341,6.637,6.637,6.552,6.637,6.637,11.714,92.79,92.416,1.902778,1.889,233,2,-35,7,-44,-23,2,-7,9,240,92.416,425,400.8541,425
H0A0,9/1/2023,812127AA,US812127AA61,Sealed Air Corp. / Sealed Air Corp. US,0,SEE,6.125,6.125,2/1/2028,4.419,4.419,BB2,USD,US,Corporate,Industrials,Capital Goods,Packaging,CORP,INDU,CapG,Pack,0.06288,0.06278,0.05767,0,3.786,3.786,3.097,3.104,3.786,3.787,3.786,3.91,-0.186,0.173,0.173,0.173,0.173,1,,,,,ICE BofA US High Yield Index,SENR,2.832,,0.057,1.161,1.878,0,0,0,0,0.062,1.169,1.821,0,0,0,0,0,0,0,1/31/2023,Americas,Call:MakeW,101.058,0.149,0.687,-0.585,0.593,3.146,,0.149,0.14,,97.527,0.132,0.28,0.241,-0.823,1.319,1.123,,0.28,-0.19,,0.253,0,193,201,-8,-7,35,-21,,-8,27,,175,184,-9,-8,37,-26,,-9,21,,6.174,6.218,6.55,6.55,6.584,6.55,6.55,9.438,98.258,98.388,0.527431,0.51,213,-9,-2,22,-38,,-9,6,,200,98.388,775,766.5913,775
